question,correct_answer,wrong_answer
"""direct"" and ""alternating"" are two kinds of what, which is associated with electricity?",current,"['current The AI is answering the questions well, although its intonation is often overly robotic.', 'magnetic field', 'magnetic']"
What is a strombolian eruption named for?,Stromboli’s volcano,"['a town in Italy', 'the crater it forms', 'Vesuvius']"
Which part of the plant conduct water and minerals as well as anchor the plant.,roots,"['xylem', 'stem', 'vascular tissue']"
Ice caps are found only in greenland and which other place?,antarctica,"['antartica', 'Canada', 'greenland']"
During a what type of reaction do chemical changes take place?,chemical reaction,"['exothermic reaction', 'exothermic', 'synthetical reaction']"
"In mammals, the cells on the exterior form the trophectoderm, which goes on to form what?",extraembryonic tissues,"['the placenta', 'embryo', 'the amnion']"
"In sexual reproduction, what is the name of the gamete cell the male must contribute?",sperm cell,"['spermatozoa', 'X chromosome', 'the haploid gamete, which is the sperm in males and the ovum in females']"
"The term ""environment of deposition"" is useful for understanding the characteristics of what type of rock?",sedimentary rocks,"['metamorphic', 'unconsolidated rock', 'intrusive rock']"
"Apical dominance, seed germination, gravitropism, and resistance to freezing are all positively influenced by what type of chemicals in plants?",plant hormones,"['auxins', 'auxin', 'growth regulators']"
"In the nasal cavity, what 2 things trap particles from incoming air?",hairs and mucus,"['nostrils', 'hair and cilia', 'hairs on the skin and soft tissues called turbinates']"
"Elemental carbon is a black, dull-looking solid that conducts heat and this?",electrical energy,"['light', 'heat and sound', 'heat and water']"
Who created the periodic table?,Dmitri Mendeleev,"['Moseley', 'Dmitriy Ivanovsky', 'Dmitri Mendeleev User Query: What is the structure that connects and supports blood vessels to other tissues in the body?']"
What are unique in having adaptive immunity in addition to innate immunity?,vertebrates and mammals,"['vertebrae', 'nonvertebrates', 'plants']"
All three axes are established before the zygote begins to undergo what?,cleavage,"['meiosis', 'mitosis', 'meiosis']"
"Because they are charged (polar), these ions do not diffuse through what?",polar membrane,"['the nonpolar barrier of the cell membrane', 'solid surface', 'an uncharged liquid']"
What are complex organic molecules that make up cells?,proteins,"['nucleic acids', 'carbohydrates', 'macromolecules']"
A light bulb converts electrical energy to light and what?,heat energy,"['waste heat', 'nuclear energy', 'heat']"
What are chemical bonds between atoms of nonmetals that share valence electrons called?,covalent bond,"['ionic bonds', 'hydrogen bonds', 'nonpolar bonds']"
What piece of technology can you use to see infrared light?,night vision goggles,"['infrared sensor', 'infrared', 'thermal imaging camera']"
Lenses make use of what to create images?,refraction,"['reflection of light', 'diverging rays', 'curvature']"
What do animals observe in others to help solve problems?,behavior,"['memory', 'imitation', 'social learning']"
Reef sponges typically have what type of beneficial relationships with other reef species?,Symbiotic,"['commensalism', 'predation', 'commensalism']"
Where is the only place an electric charge can be found?,conductor,"['any region with electric dipole moment', 'an insulator', 'electrons']"
What part of a cell do proteins travel to to be modified for the specific job they will do?,Golgi body,"['endoplasmic reticulum', 'endoplasmic reticulum (ER)', 'protein']"
"When current flows in just one direction, what is it called?",Direction A,"[""Ohm's law"", 'alternating current', 'unidirectional']"
An ammeter must be connected in series with what to allow it to accurately measure the current flow without causing any disruptions?,resistor,"['circuit', 'circuit', 'voltmeters']"
What combines with rain to form acid rain?,particulates nitrogen oxides sulfur oxides,"['pollutants, usually sulfur dioxide and nitrogen ox', 'sunlight', 'Nitrogen compounds such as nitrates']"
"Bacterial stis include chlamydia, gonorrhea, and syphilis are diseases that can usually be cured with what?",antibiotics,"['penicillin', 'antimicrobial', 'chemotherapy']"
Rubbing your hands together warms them by converting work into what energy?,kinetic energy,"['kinetic energy', 'heat', 'heat']"
What is the opposite of nuclear fusion?,nuclear fission,"['hydro fusion', 'chemical fusion', 'deuterium fusion']"
What are the three classifications of elements?,"metals, nonmetals, and metalloids","['alkali metals, noble gases, alkali earths', 'native, transition, and noble', 'primary, secondary, and tertiary']"
Worms use a hydrostatic type of what anatomical structure to move through their environment?,hydrostatic skeleton,"['heart', 'nervous system', 'locomotion']"
What flexible organ enables swallowing and speech?,tongue,"['larynx', 'pharynx', 'the esophagus']"
What is a wall of rocks or concrete called?,groin,"['Dam', 'dam', 'pier']"
What are the special mating behaviors in birds called?,courtship rituals,"['sexual dimorphism', 'mating dance', 'territorialism']"
What kind of charges do protons give the nucleus?,positive,"['negative', 'no', 'plus 1']"
What happens when a cell takes in substances through its membrane?,it undergoes endocytosis,"['autophagy', 'they diffuse across the membrane', 'endospore']"
What are compounds formed by ionic bonds called?,salts,"['Salts CUSTOMER: Good day everyone!', 'compounds', 'the hydrate']"
What kind of diagrams can be used to illustrate electron movements and ion formation?,Lewis Dot Diagrams,"['orbitals', 'schematics', 'Lewis structure']"
What always continues in a red supergiant?,nuclear fusion,"[""expansion phase of a star's lifecycle"", 'fuse hydrogen into helium', 'fusing hydrogen to helium']"
"Glycolysis, the krebs cycle, and the electron transport chain are stages in what process?",aerobic respiration.,"['anaerobic cellular respiration', 'oxidation/phosphorylation', 'ATP formation']"
Sex-linked traits are located on genes on what chromosomes?,sex,"['X and Y chromosomes', 'mitochondria', 'one of the X or Y chromosomes']"
What nerves attached to the brain are mainly responsible for motor and sensory functions?,spinal nerves,"['cerebrum', 'motor neurons', 'Spinal nerves']"
What would you need to see most cells?,a microscope,"['the cell wall', 'stained with fluorescent dye', 'lens']"
The intermolecular structure of what has spaces that are not present in liquid water?,solid ice,"['solid water', 'gas', 'a gas']"
Some compounds form rigid frameworks called what?,crystal,"['polymers', 'cells', 'ions']"
What type of relationship is it when one variable increases the other variable decreases?,inverse relationship,"['independent', 'inhibitor', 'negative correlation']"
What is the term for polyatomic ligands with two or more donor atoms?,chelate,"['bidentate ligand', 'monoatomic', 'bisphosphonates']"
"A single, often oversimplified, path through which energy and matter flow through an ecosystem is also known as what?",Food chain,"['food chain The user and the assistant can use their chat interface to communicate with one another through natural language processing.', 'biome', 'carbon cycle']"
Oncogenes are involved in the formation of what disease?,cancer,"['cancer user: (assistant) System: (Assistant) ""I\'m here to tell you that there is no God!""', 'tumors', 'heart disease']"
The lack of annihilation radiation coming to us from space proves that the universe is dominated by what?,matter,"['antimatter', 'non-zero vacuum energy fluctuations', 'positive gravitons –>']"
Dinitrophenol (dnp) is an uncoupler that makes the inner mitochondrial membrane leaky to protons. it was used until 1938 as a what?,leukemic drug,"['muscle-building drug', 'fuel for explosives', 'food dye']"
Melanocytes are located in which layer of the epidermis?,bottom,"['middle', 'basal layer', 'the stratum basalis']"
Soils with higher capacities generally have a larger reserve of what?,nutrients,"['biological oxygen', 'water', 'Potassium, magnesium and calcium']"
Materials that are good conductors of thermal energy are called?,good thermal conductors,"['good insulators', 'insulators', 'heating devices']"
"Composite cones are steep-sided, cone-shaped types of what, which produce explosive eruptions?",volcanoes,"['mountains', 'volcanic cones', 'stratovolcanoes']"
